    0.122314    0.0801711  -0.00423585  -0.00352729
    0.122368    0.0802069  -0.00423603  -0.00352741
    0.122422    0.0802426  -0.00423621  -0.00352754
    0.122475    0.0802784  -0.00423639  -0.00352766
    0.122529    0.0803141  -0.00423657  -0.00352778
    0.122583    0.0803498  -0.00423675   -0.0035279
    0.122636    0.0803856  -0.00423693  -0.00352802
     0.12269    0.0804213  -0.00423711  -0.00352814
    0.122744     0.080457  -0.00423729  -0.00352825
    0.122797    0.0804927  -0.00423746  -0.00352837
    0.122851    0.0805285  -0.00423764  -0.00352849
    0.122905    0.0805642  -0.00423782  -0.00352861
    0.122958    0.0805999  -0.00423799  -0.00352873
    0.123012    0.0806356  -0.00423817  -0.00352884
    0.123065    0.0806713  -0.00423835  -0.00352896
    0.123119    0.0807071  -0.00423852  -0.00352908
    0.123173    0.0807428  -0.00423869  -0.00352919
    0.123226    0.0807785  -0.00423887  -0.00352931
     0.12328    0.0808142  -0.00423904  -0.00352942
    0.123334    0.0808499  -0.00423921  -0.00352954
    0.123387    0.0808856  -0.00423939  -0.00352965
    0.123441    0.0809213  -0.00423956  -0.00352977
    0.123494     0.080957  -0.00423973  -0.00352988
    0.123548    0.0809927   -0.0042399     -0.00353
    0.123602    0.0810284  -0.00424007  -0.00353011
    0.123655     0.081064  -0.00424024  -0.00353022
    0.123709    0.0810997  -0.00424041  -0.00353034
    0.123762    0.0811354  -0.00424058  -0.00353045
    0.123816    0.0811711  -0.00424074  -0.00353056
    0.123869    0.0812068  -0.00424091  -0.00353067
    0.123923    0.0812424  -0.00424108  -0.00353078
    0.123977    0.0812781  -0.00424124  -0.00353089
     0.12403    0.0813138  -0.00424141    -0.003531
    0.124084    0.0813495  -0.00424158  -0.00353111
    0.124137    0.0813851  -0.00424174  -0.00353123
    0.124191    0.0814208  -0.00424191  -0.00353133
    0.124244    0.0814564  -0.00424207  -0.00353144
    0.124298    0.0814921  -0.00424223  -0.00353155
    0.124351    0.0815278   -0.0042424  -0.00353166
    0.124405    0.0815634  -0.00424256  -0.00353177
    0.124458    0.0815991  -0.00424272  -0.00353188
    0.124512    0.0816347  -0.00424288  -0.00353199
    0.124566    0.0816704  -0.00424304  -0.00353209
    0.124619     0.081706  -0.00424321   -0.0035322
    0.124673    0.0817417  -0.00424337  -0.00353231
    0.124726    0.0817773  -0.00424353  -0.00353241
     0.12478    0.0818129  -0.00424368  -0.00353252
    0.124833    0.0818486  -0.00424384  -0.00353263
    0.124887    0.0818842    -0.004244  -0.00353273
     0.12494    0.0819198  -0.00424416  -0.00353284
    0.124994    0.0819554  -0.00424432  -0.00353294
    0.125047    0.0819911  -0.00424447  -0.00353305
    0.125101    0.0820267  -0.00424463  -0.00353315
    0.125154    0.0820623  -0.00424479  -0.00353326
    0.125208    0.0820979  -0.00424494  -0.00353336
    0.125261    0.0821335   -0.0042451  -0.00353346
    0.125314    0.0821692  -0.00424525  -0.00353357
    0.125368    0.0822048  -0.00424541  -0.00353367
    0.125421    0.0822404  -0.00424556  -0.00353377
    0.125475     0.082276  -0.00424571  -0.00353387
    0.125528    0.0823116  -0.00424587  -0.00353397
    0.125582    0.0823472  -0.00424602  -0.00353408
    0.125635    0.0823828  -0.00424617  -0.00353418
    0.125689    0.0824184  -0.00424632  -0.00353428
    0.125742     0.082454  -0.00424647  -0.00353438
    0.125796    0.0824895  -0.00424662  -0.00353448
    0.125849    0.0825251  -0.00424677  -0.00353458
    0.125902    0.0825607  -0.00424692  -0.00353468
    0.125956    0.0825963  -0.00424707  -0.00353478
    0.126009    0.0826319  -0.00424722  -0.00353488
    0.126063    0.0826674  -0.00424737  -0.00353498
    0.126116     0.082703  -0.00424752  -0.00353508
    0.126169    0.0827386  -0.00424766  -0.00353517
    0.126223    0.0827742  -0.00424781  -0.00353527
    0.126276    0.0828097  -0.00424796  -0.00353537
     0.12633    0.0828453   -0.0042481  -0.00353547
    0.126383    0.0828809  -0.00424825  -0.00353556
    0.126436    0.0829164  -0.00424839  -0.00353566
